"canonical_name","ingredient_type","allergen_codes","certainty","e_number","additive_category_code","concern_level","aliases","explanation_en"
"Wasabi powder","neutral","","","","","","Wasabi","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried parsley","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried basil","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried oregano","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried thyme","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried rosemary","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried mint","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried dill","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried sage","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried chives","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried coriander leaves","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried curry leaves","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Bay leaf powder","neutral","","","","","","Bay leaf","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Clove powder","neutral","","","","","","Clove","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Nutmeg powder","neutral","","","","","","Nutmeg","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cinnamon powder","neutral","","","","","","Cinnamon","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Mace powder","neutral","","","","","","Mace","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cardamom powder","neutral","","","","","","Cardamom","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Fennel powder","neutral","","","","","","Fennel","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Fenugreek powder","neutral","","","","","","Fenugreek","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Saffron extract","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Vanilla bean","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Vanilla bean powder","neutral","","","","","","Vanilla bean","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Vanilla paste","neutral","","","","","","Vanilla","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Vanilla seed","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cacao nibs","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cacao shell","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Coffee beans","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Ground coffee","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
